lead_id,channel,device,region,campaign,age_group,visit_date,time_on_site_sec,pages_viewed,ad_spend,funnel_stage,converted,revenue,month,month_name
2395,Referral,Desktop,East,Retargeting,18-24,2024-07-18 12:00:00,394,7,10.8,Awareness,0,0.0,7,Jul
2396,Paid Search,Desktop,North,Brand Awareness,25-34,2024-07-18 14:00:00,210,6,11.39,Checkout,0,0.0,7,Jul
2397,Organic Search,Desktop,South,Lead Gen,35-44,2024-07-18 16:00:00,763,7,3.2,Bounced,0,0.0,7,Jul
2398,Organic Search,Mobile,West,Retargeting,18-24,2024-07-18 18:00:00,690,9,2.09,Converted,1,99.0,7,Jul
2399,Social Media,Mobile,East,Retargeting,25-34,2024-07-18 20:00:00,273,4,1.59,Checkout,0,0.0,7,Jul
2400,Social Media,Desktop,South,Retargeting,55+,2024-07-18 22:00:00,342,10,5.92,Awareness,0,0.0,7,Jul
2401,Paid Search,Desktop,West,Lead Gen,25-34,2024-07-19 00:00:00,105,1,7.72,Product View,0,0.0,7,Jul
2402,Organic Search,Mobile,West,Retargeting,55+,2024-07-19 02:00:00,291,9,9.43,Converted,1,149.0,7,Jul
2403,Paid Search,Mobile,North,Brand Awareness,18-24,2024-07-19 04:00:00,260,7,14.39,Bounced,0,0.0,7,Jul
2404,Paid Search,Desktop,North,Seasonal Offer,35-44,2024-07-19 06:00:00,732,4,5.3,Checkout,0,0.0,7,Jul
2405,Social Media,Desktop,South,Lead Gen,35-44,2024-07-19 08:00:00,409,10,11.53,Bounced,0,0.0,7,Jul
2406,Social Media,Desktop,North,Retargeting,35-44,2024-07-19 10:00:00,675,8,8.2,Product View,0,0.0,7,Jul
2407,Paid Search,Mobile,South,Product Launch,55+,2024-07-19 12:00:00,338,12,3.69,Bounced,0,0.0,7,Jul
2408,Organic Search,Tablet,South,Seasonal Offer,18-24,2024-07-19 14:00:00,793,7,9.42,Product View,0,0.0,7,Jul
2409,Direct,Desktop,South,Lead Gen,45-54,2024-07-19 16:00:00,417,12,14.52,Bounced,0,0.0,7,Jul
2410,Paid Search,Mobile,North,Product Launch,35-44,2024-07-19 18:00:00,786,2,2.3,Product View,0,0.0,7,Jul
2411,Social Media,Desktop,East,Product Launch,25-34,2024-07-19 20:00:00,806,1,7.86,Converted,1,149.0,7,Jul
2412,Organic Search,Desktop,South,Retargeting,55+,2024-07-19 22:00:00,354,9,1.25,Product View,0,0.0,7,Jul
2413,Paid Search,Desktop,East,Lead Gen,25-34,2024-07-20 00:00:00,871,7,5.16,Awareness,0,0.0,7,Jul
2414,Organic Search,Mobile,West,Retargeting,45-54,2024-07-20 02:00:00,485,14,9.5,Converted,1,99.0,7,Jul
2415,Paid Search,Desktop,North,Brand Awareness,25-34,2024-07-20 04:00:00,541,10,12.7,Checkout,0,0.0,7,Jul
2416,Direct,Mobile,North,Product Launch,45-54,2024-07-20 06:00:00,372,1,11.09,Bounced,0,0.0,7,Jul
2417,Paid Search,Desktop,East,Brand Awareness,35-44,2024-07-20 08:00:00,545,13,7.21,Converted,1,49.0,7,Jul
2418,Organic Search,Desktop,West,Retargeting,18-24,2024-07-20 10:00:00,471,4,13.68,Product View,0,0.0,7,Jul
2419,Organic Search,Desktop,West,Seasonal Offer,35-44,2024-07-20 12:00:00,578,5,4.89,Product View,0,0.0,7,Jul
2420,Paid Search,Mobile,South,Product Launch,25-34,2024-07-20 14:00:00,612,5,11.43,Bounced,0,0.0,7,Jul
2421,Organic Search,Desktop,North,Seasonal Offer,25-34,2024-07-20 16:00:00,291,14,7.37,Converted,1,49.0,7,Jul
2422,Organic Search,Mobile,West,Lead Gen,25-34,2024-07-20 18:00:00,778,14,13.53,Awareness,0,0.0,7,Jul
2423,Email,Desktop,West,Product Launch,18-24,2024-07-20 20:00:00,848,14,12.06,Converted,1,99.0,7,Jul
2424,Paid Search,Desktop,South,Brand Awareness,25-34,2024-07-20 22:00:00,492,5,13.57,Checkout,0,0.0,7,Jul
2425,Organic Search,Desktop,South,Seasonal Offer,35-44,2024-07-21 00:00:00,896,11,3.61,Product View,0,0.0,7,Jul
2426,Referral,Desktop,East,Lead Gen,25-34,2024-07-21 02:00:00,719,3,10.19,Bounced,0,0.0,7,Jul
2427,Organic Search,Desktop,North,Product Launch,35-44,2024-07-21 04:00:00,637,5,11.21,Converted,1,99.0,7,Jul
2428,Direct,Desktop,West,Lead Gen,25-34,2024-07-21 06:00:00,256,4,11.27,Converted,1,249.0,7,Jul
2429,Paid Search,Mobile,East,Brand Awareness,35-44,2024-07-21 08:00:00,552,5,7.81,Awareness,0,0.0,7,Jul
2430,Referral,Mobile,North,Product Launch,35-44,2024-07-21 10:00:00,807,7,0.66,Checkout,0,0.0,7,Jul
2431,Social Media,Desktop,East,Lead Gen,25-34,2024-07-21 12:00:00,218,5,4.29,Bounced,0,0.0,7,Jul
2432,Email,Desktop,North,Retargeting,45-54,2024-07-21 14:00:00,238,14,5.19,Bounced,0,0.0,7,Jul
2433,Direct,Desktop,North,Product Launch,35-44,2024-07-21 16:00:00,42,14,12.85,Bounced,0,0.0,7,Jul
2434,Organic Search,Desktop,West,Product Launch,35-44,2024-07-21 18:00:00,191,14,12.69,Checkout,0,0.0,7,Jul
2435,Direct,Desktop,North,Product Launch,25-34,2024-07-21 20:00:00,601,8,2.02,Product View,0,0.0,7,Jul
2436,Paid Search,Mobile,South,Product Launch,18-24,2024-07-21 22:00:00,522,8,14.27,Bounced,0,0.0,7,Jul
2437,Paid Search,Desktop,West,Retargeting,45-54,2024-07-22 00:00:00,464,3,3.15,Converted,1,99.0,7,Jul
2438,Paid Search,Desktop,South,Brand Awareness,45-54,2024-07-22 02:00:00,34,5,6.51,Product View,0,0.0,7,Jul
2439,Social Media,Desktop,East,Retargeting,18-24,2024-07-22 04:00:00,231,12,3.62,Product View,0,0.0,7,Jul
2440,Organic Search,Desktop,East,Retargeting,25-34,2024-07-22 06:00:00,445,4,12.97,Checkout,0,0.0,7,Jul
2441,Social Media,Mobile,North,Lead Gen,35-44,2024-07-22 08:00:00,41,14,11.37,Bounced,0,0.0,7,Jul
2442,Social Media,Desktop,North,Seasonal Offer,35-44,2024-07-22 10:00:00,426,14,5.63,Bounced,0,0.0,7,Jul
2443,Email,Desktop,South,Seasonal Offer,45-54,2024-07-22 12:00:00,370,5,10.39,Checkout,0,0.0,7,Jul
2444,Email,Mobile,South,Lead Gen,18-24,2024-07-22 14:00:00,781,8,3.17,Bounced,0,0.0,7,Jul
2445,Paid Search,Desktop,South,Retargeting,25-34,2024-07-22 16:00:00,402,4,6.04,Product View,0,0.0,7,Jul
2446,Paid Search,Mobile,East,Lead Gen,18-24,2024-07-22 18:00:00,407,5,5.97,Bounced,0,0.0,7,Jul
2447,Organic Search,Mobile,South,Product Launch,25-34,2024-07-22 20:00:00,254,7,3.95,Checkout,0,0.0,7,Jul
2448,Organic Search,Desktop,West,Lead Gen,18-24,2024-07-22 22:00:00,211,3,13.21,Checkout,0,0.0,7,Jul
2449,Organic Search,Mobile,West,Lead Gen,45-54,2024-07-23 00:00:00,326,13,10.34,Checkout,0,0.0,7,Jul
2450,Paid Search,Desktop,East,Product Launch,35-44,2024-07-23 02:00:00,845,6,4.56,Awareness,0,0.0,7,Jul
2451,Organic Search,Mobile,South,Seasonal Offer,45-54,2024-07-23 04:00:00,336,9,4.01,Checkout,0,0.0,7,Jul
2452,Direct,Desktop,South,Product Launch,18-24,2024-07-23 06:00:00,460,11,0.76,Converted,1,49.0,7,Jul
2453,Social Media,Desktop,North,Brand Awareness,25-34,2024-07-23 08:00:00,719,4,5.53,Bounced,0,0.0,7,Jul
2454,Paid Search,Mobile,West,Lead Gen,25-34,2024-07-23 10:00:00,147,4,8.14,Bounced,0,0.0,7,Jul
2455,Social Media,Mobile,East,Lead Gen,25-34,2024-07-23 12:00:00,381,6,4.53,Bounced,0,0.0,7,Jul
2456,Organic Search,Tablet,South,Seasonal Offer,45-54,2024-07-23 14:00:00,617,6,10.66,Bounced,0,0.0,7,Jul
2457,Paid Search,Mobile,North,Retargeting,25-34,2024-07-23 16:00:00,75,3,6.47,Bounced,0,0.0,7,Jul
2458,Social Media,Desktop,East,Product Launch,25-34,2024-07-23 18:00:00,256,14,5.09,Bounced,0,0.0,7,Jul
2459,Paid Search,Desktop,East,Retargeting,18-24,2024-07-23 20:00:00,385,1,14.12,Awareness,0,0.0,7,Jul
2460,Paid Search,Desktop,West,Brand Awareness,18-24,2024-07-23 22:00:00,323,3,4.31,Bounced,0,0.0,7,Jul
2461,Direct,Desktop,South,Product Launch,45-54,2024-07-24 00:00:00,269,8,6.27,Product View,0,0.0,7,Jul
2462,Referral,Desktop,East,Brand Awareness,25-34,2024-07-24 02:00:00,377,8,6.04,Converted,1,99.0,7,Jul
2463,Social Media,Tablet,North,Brand Awareness,35-44,2024-07-24 04:00:00,170,6,4.0,Product View,0,0.0,7,Jul
2464,Social Media,Desktop,North,Brand Awareness,35-44,2024-07-24 06:00:00,233,7,3.65,Awareness,0,0.0,7,Jul
2465,Social Media,Desktop,East,Product Launch,18-24,2024-07-24 08:00:00,691,2,4.88,Bounced,0,0.0,7,Jul
2466,Organic Search,Desktop,North,Product Launch,18-24,2024-07-24 10:00:00,671,9,13.03,Awareness,0,0.0,7,Jul
2467,Paid Search,Mobile,East,Seasonal Offer,45-54,2024-07-24 12:00:00,890,3,11.62,Bounced,0,0.0,7,Jul
2468,Organic Search,Mobile,North,Lead Gen,35-44,2024-07-24 14:00:00,874,2,10.37,Bounced,0,0.0,7,Jul
2469,Paid Search,Mobile,East,Retargeting,25-34,2024-07-24 16:00:00,298,5,7.13,Checkout,0,0.0,7,Jul
2470,Social Media,Desktop,East,Retargeting,18-24,2024-07-24 18:00:00,342,1,7.86,Bounced,0,0.0,7,Jul
2471,Organic Search,Mobile,East,Brand Awareness,18-24,2024-07-24 20:00:00,447,5,4.37,Converted,1,49.0,7,Jul
2472,Direct,Desktop,North,Product Launch,25-34,2024-07-24 22:00:00,166,10,1.58,Checkout,0,0.0,7,Jul
2473,Referral,Mobile,East,Product Launch,18-24,2024-07-25 00:00:00,657,4,5.3,Bounced,0,0.0,7,Jul
2474,Email,Mobile,West,Brand Awareness,25-34,2024-07-25 02:00:00,380,12,7.69,Product View,0,0.0,7,Jul
2475,Social Media,Desktop,East,Lead Gen,25-34,2024-07-25 04:00:00,190,6,1.33,Bounced,0,0.0,7,Jul
2476,Referral,Desktop,South,Retargeting,18-24,2024-07-25 06:00:00,696,12,1.78,Converted,1,49.0,7,Jul
2477,Organic Search,Mobile,South,Seasonal Offer,18-24,2024-07-25 08:00:00,202,5,4.31,Bounced,0,0.0,7,Jul
2478,Email,Desktop,West,Lead Gen,45-54,2024-07-25 10:00:00,159,9,5.82,Converted,1,49.0,7,Jul
2479,Organic Search,Mobile,East,Product Launch,35-44,2024-07-25 12:00:00,108,5,6.2,Product View,0,0.0,7,Jul
2480,Email,Desktop,South,Brand Awareness,55+,2024-07-25 14:00:00,598,13,2.21,Checkout,0,0.0,7,Jul
2481,Organic Search,Desktop,East,Retargeting,25-34,2024-07-25 16:00:00,892,8,3.77,Awareness,0,0.0,7,Jul
2482,Referral,Desktop,South,Brand Awareness,35-44,2024-07-25 18:00:00,86,12,4.29,Converted,1,99.0,7,Jul
2483,Referral,Desktop,North,Product Launch,25-34,2024-07-25 20:00:00,429,13,1.48,Checkout,0,0.0,7,Jul
2484,Organic Search,Desktop,North,Brand Awareness,35-44,2024-07-25 22:00:00,392,2,5.23,Awareness,0,0.0,7,Jul
2485,Paid Search,Desktop,West,Retargeting,18-24,2024-07-26 00:00:00,364,3,1.55,Awareness,0,0.0,7,Jul
2486,Direct,Mobile,West,Brand Awareness,18-24,2024-07-26 02:00:00,163,3,10.7,Product View,0,0.0,7,Jul
2487,Paid Search,Desktop,East,Retargeting,55+,2024-07-26 04:00:00,43,3,6.1,Awareness,0,0.0,7,Jul
2488,Referral,Tablet,West,Brand Awareness,35-44,2024-07-26 06:00:00,312,6,5.24,Bounced,0,0.0,7,Jul
2489,Social Media,Mobile,East,Brand Awareness,55+,2024-07-26 08:00:00,835,7,2.33,Bounced,0,0.0,7,Jul
2490,Paid Search,Mobile,North,Retargeting,25-34,2024-07-26 10:00:00,688,7,3.78,Product View,0,0.0,7,Jul
2491,Organic Search,Desktop,North,Brand Awareness,25-34,2024-07-26 12:00:00,450,12,3.87,Checkout,0,0.0,7,Jul
2492,Organic Search,Desktop,South,Lead Gen,25-34,2024-07-26 14:00:00,156,7,14.79,Awareness,0,0.0,7,Jul
2493,Email,Desktop,East,Seasonal Offer,35-44,2024-07-26 16:00:00,801,12,12.61,Converted,1,49.0,7,Jul
2494,Paid Search,Mobile,North,Lead Gen,35-44,2024-07-26 18:00:00,855,3,0.72,Checkout,0,0.0,7,Jul
2495,Paid Search,Mobile,North,Seasonal Offer,55+,2024-07-26 20:00:00,247,1,9.44,Checkout,0,0.0,7,Jul
2496,Paid Search,Desktop,East,Lead Gen,18-24,2024-07-26 22:00:00,774,6,4.21,Checkout,0,0.0,7,Jul
2497,Social Media,Desktop,South,Seasonal Offer,35-44,2024-07-27 00:00:00,709,3,2.01,Bounced,0,0.0,7,Jul
2498,Referral,Mobile,South,Brand Awareness,25-34,2024-07-27 02:00:00,684,13,10.73,Checkout,0,0.0,7,Jul
2499,Direct,Desktop,South,Retargeting,25-34,2024-07-27 04:00:00,518,3,2.41,Converted,1,49.0,7,Jul
2500,Paid Search,Mobile,South,Retargeting,35-44,2024-07-27 06:00:00,289,3,6.93,Bounced,0,0.0,7,Jul
2501,Email,Mobile,North,Product Launch,35-44,2024-07-27 08:00:00,247,9,9.67,Bounced,0,0.0,7,Jul
2502,Email,Mobile,East,Seasonal Offer,18-24,2024-07-27 10:00:00,849,12,8.54,Bounced,0,0.0,7,Jul
2503,Social Media,Desktop,East,Product Launch,25-34,2024-07-27 12:00:00,687,4,14.68,Awareness,0,0.0,7,Jul
2504,Direct,Desktop,North,Product Launch,25-34,2024-07-27 14:00:00,518,5,11.89,Converted,1,149.0,7,Jul
2505,Organic Search,Mobile,North,Seasonal Offer,25-34,2024-07-27 16:00:00,472,3,11.73,Converted,1,49.0,7,Jul
2506,Organic Search,Tablet,North,Retargeting,25-34,2024-07-27 18:00:00,128,10,5.66,Checkout,0,0.0,7,Jul
2507,Referral,Desktop,West,Seasonal Offer,18-24,2024-07-27 20:00:00,211,13,0.62,Converted,1,49.0,7,Jul
2508,Paid Search,Desktop,East,Brand Awareness,18-24,2024-07-27 22:00:00,198,12,11.15,Bounced,0,0.0,7,Jul
2509,Email,Mobile,East,Product Launch,55+,2024-07-28 00:00:00,262,1,15.0,Bounced,0,0.0,7,Jul
2510,Referral,Tablet,East,Product Launch,55+,2024-07-28 02:00:00,122,12,6.39,Bounced,0,0.0,7,Jul
2511,Organic Search,Mobile,South,Seasonal Offer,25-34,2024-07-28 04:00:00,658,4,14.79,Bounced,0,0.0,7,Jul
2512,Referral,Tablet,North,Product Launch,55+,2024-07-28 06:00:00,501,1,2.55,Product View,0,0.0,7,Jul
2513,Paid Search,Desktop,North,Retargeting,35-44,2024-07-28 08:00:00,545,11,4.8,Bounced,0,0.0,7,Jul
2514,Paid Search,Desktop,North,Product Launch,18-24,2024-07-28 10:00:00,114,11,2.98,Bounced,0,0.0,7,Jul
2515,Social Media,Mobile,West,Seasonal Offer,18-24,2024-07-28 12:00:00,708,7,7.39,Bounced,0,0.0,7,Jul
2516,Referral,Mobile,East,Retargeting,55+,2024-07-28 14:00:00,548,7,12.06,Converted,1,499.0,7,Jul
2517,Organic Search,Desktop,North,Retargeting,35-44,2024-07-28 16:00:00,410,4,5.44,Converted,1,149.0,7,Jul
2518,Paid Search,Desktop,West,Product Launch,45-54,2024-07-28 18:00:00,436,5,13.64,Awareness,0,0.0,7,Jul
2519,Social Media,Mobile,North,Seasonal Offer,45-54,2024-07-28 20:00:00,261,10,8.4,Product View,0,0.0,7,Jul
2520,Email,Desktop,South,Product Launch,25-34,2024-07-28 22:00:00,280,7,7.25,Bounced,0,0.0,7,Jul
2521,Social Media,Desktop,East,Brand Awareness,18-24,2024-07-29 00:00:00,114,13,11.91,Bounced,0,0.0,7,Jul
2522,Organic Search,Mobile,West,Brand Awareness,25-34,2024-07-29 02:00:00,348,6,1.97,Awareness,0,0.0,7,Jul
2523,Organic Search,Mobile,North,Retargeting,18-24,2024-07-29 04:00:00,222,13,11.72,Converted,1,49.0,7,Jul
2524,Paid Search,Mobile,East,Product Launch,25-34,2024-07-29 06:00:00,664,4,4.02,Product View,0,0.0,7,Jul
2525,Email,Desktop,West,Brand Awareness,25-34,2024-07-29 08:00:00,630,4,4.57,Checkout,0,0.0,7,Jul
2526,Organic Search,Mobile,East,Lead Gen,18-24,2024-07-29 10:00:00,636,2,9.19,Awareness,0,0.0,7,Jul
2527,Organic Search,Mobile,East,Brand Awareness,25-34,2024-07-29 12:00:00,329,10,13.58,Product View,0,0.0,7,Jul
2528,Direct,Mobile,South,Product Launch,25-34,2024-07-29 14:00:00,387,2,8.89,Bounced,0,0.0,7,Jul
2529,Organic Search,Mobile,East,Product Launch,25-34,2024-07-29 16:00:00,586,12,9.91,Awareness,0,0.0,7,Jul
2530,Direct,Desktop,West,Brand Awareness,25-34,2024-07-29 18:00:00,794,4,11.76,Awareness,0,0.0,7,Jul
2531,Social Media,Desktop,East,Product Launch,25-34,2024-07-29 20:00:00,482,5,4.26,Bounced,0,0.0,7,Jul
2532,Email,Desktop,West,Product Launch,35-44,2024-07-29 22:00:00,592,4,12.49,Bounced,0,0.0,7,Jul
2533,Organic Search,Desktop,East,Lead Gen,55+,2024-07-30 00:00:00,535,14,6.56,Converted,1,49.0,7,Jul
2534,Organic Search,Mobile,North,Retargeting,18-24,2024-07-30 02:00:00,94,3,3.05,Bounced,0,0.0,7,Jul
2535,Email,Mobile,South,Product Launch,18-24,2024-07-30 04:00:00,595,11,5.58,Converted,1,149.0,7,Jul
2536,Email,Mobile,North,Seasonal Offer,45-54,2024-07-30 06:00:00,251,2,4.07,Checkout,0,0.0,7,Jul
2537,Email,Mobile,South,Retargeting,35-44,2024-07-30 08:00:00,495,4,3.82,Converted,1,99.0,7,Jul
2538,Organic Search,Desktop,West,Retargeting,45-54,2024-07-30 10:00:00,101,14,4.6,Awareness,0,0.0,7,Jul
2539,Email,Desktop,South,Seasonal Offer,25-34,2024-07-30 12:00:00,503,11,3.12,Checkout,0,0.0,7,Jul
2540,Email,Desktop,East,Brand Awareness,45-54,2024-07-30 14:00:00,709,5,10.18,Product View,0,0.0,7,Jul
2541,Social Media,Desktop,East,Lead Gen,55+,2024-07-30 16:00:00,727,1,8.91,Bounced,0,0.0,7,Jul
2542,Email,Desktop,North,Product Launch,35-44,2024-07-30 18:00:00,684,13,9.9,Product View,0,0.0,7,Jul
2543,Email,Mobile,South,Brand Awareness,18-24,2024-07-30 20:00:00,48,1,5.48,Converted,1,49.0,7,Jul
2544,Social Media,Tablet,West,Seasonal Offer,45-54,2024-07-30 22:00:00,551,6,11.66,Bounced,0,0.0,7,Jul
2545,Organic Search,Desktop,West,Lead Gen,45-54,2024-07-31 00:00:00,813,5,2.38,Awareness,0,0.0,7,Jul
2546,Paid Search,Desktop,East,Lead Gen,45-54,2024-07-31 02:00:00,712,11,8.78,Product View,0,0.0,7,Jul
2547,Organic Search,Mobile,West,Lead Gen,18-24,2024-07-31 04:00:00,444,4,4.49,Bounced,0,0.0,7,Jul
2548,Paid Search,Desktop,East,Seasonal Offer,45-54,2024-07-31 06:00:00,393,1,8.15,Checkout,0,0.0,7,Jul
2549,Paid Search,Mobile,East,Brand Awareness,18-24,2024-07-31 08:00:00,557,12,5.19,Awareness,0,0.0,7,Jul
2550,Organic Search,Mobile,East,Product Launch,25-34,2024-07-31 10:00:00,109,14,11.96,Awareness,0,0.0,7,Jul
2551,Paid Search,Tablet,North,Lead Gen,35-44,2024-07-31 12:00:00,825,7,13.42,Converted,1,49.0,7,Jul
2552,Organic Search,Desktop,North,Lead Gen,25-34,2024-07-31 14:00:00,219,4,11.27,Checkout,0,0.0,7,Jul
2553,Email,Mobile,East,Brand Awareness,35-44,2024-07-31 16:00:00,177,3,3.05,Bounced,0,0.0,7,Jul
2554,Referral,Desktop,East,Lead Gen,35-44,2024-07-31 18:00:00,704,14,4.49,Converted,1,249.0,7,Jul
2555,Organic Search,Mobile,East,Lead Gen,18-24,2024-07-31 20:00:00,472,7,13.83,Product View,0,0.0,7,Jul
2556,Direct,Desktop,West,Seasonal Offer,35-44,2024-07-31 22:00:00,294,2,6.84,Awareness,0,0.0,7,Jul
2557,Social Media,Desktop,East,Retargeting,55+,2024-08-01 00:00:00,679,10,14.15,Bounced,0,0.0,8,Aug
2558,Organic Search,Mobile,East,Brand Awareness,25-34,2024-08-01 02:00:00,538,1,6.19,Bounced,0,0.0,8,Aug
2559,Organic Search,Mobile,South,Brand Awareness,35-44,2024-08-01 04:00:00,330,11,14.3,Bounced,0,0.0,8,Aug
2560,Paid Search,Mobile,South,Brand Awareness,25-34,2024-08-01 06:00:00,495,4,13.92,Product View,0,0.0,8,Aug
2561,Email,Mobile,South,Seasonal Offer,25-34,2024-08-01 08:00:00,394,13,10.08,Awareness,0,0.0,8,Aug
2562,Social Media,Mobile,South,Seasonal Offer,25-34,2024-08-01 10:00:00,428,8,0.63,Bounced,0,0.0,8,Aug
2563,Organic Search,Desktop,East,Product Launch,25-34,2024-08-01 12:00:00,522,13,6.3,Checkout,0,0.0,8,Aug
2564,Organic Search,Mobile,South,Seasonal Offer,18-24,2024-08-01 14:00:00,571,6,13.71,Bounced,0,0.0,8,Aug
2565,Paid Search,Mobile,West,Brand Awareness,55+,2024-08-01 16:00:00,845,9,13.33,Bounced,0,0.0,8,Aug
2566,Organic Search,Mobile,West,Product Launch,35-44,2024-08-01 18:00:00,509,1,3.22,Checkout,0,0.0,8,Aug
2567,Organic Search,Tablet,South,Retargeting,35-44,2024-08-01 20:00:00,197,1,6.29,Awareness,0,0.0,8,Aug
2568,Organic Search,Desktop,North,Lead Gen,25-34,2024-08-01 22:00:00,632,11,12.61,Awareness,0,0.0,8,Aug
2569,Email,Mobile,West,Lead Gen,35-44,2024-08-02 00:00:00,120,5,8.88,Checkout,0,0.0,8,Aug
2570,Referral,Desktop,West,Product Launch,25-34,2024-08-02 02:00:00,752,6,12.79,Bounced,0,0.0,8,Aug
2571,Paid Search,Desktop,South,Retargeting,25-34,2024-08-02 04:00:00,871,8,12.49,Bounced,0,0.0,8,Aug
2572,Referral,Mobile,South,Lead Gen,25-34,2024-08-02 06:00:00,329,3,13.66,Awareness,0,0.0,8,Aug
2573,Paid Search,Desktop,East,Product Launch,25-34,2024-08-02 08:00:00,203,6,2.2,Checkout,0,0.0,8,Aug
2574,Paid Search,Mobile,West,Seasonal Offer,25-34,2024-08-02 10:00:00,675,3,2.61,Product View,0,0.0,8,Aug
2575,Organic Search,Desktop,South,Brand Awareness,35-44,2024-08-02 12:00:00,402,8,1.7,Product View,0,0.0,8,Aug
2576,Social Media,Desktop,South,Retargeting,45-54,2024-08-02 14:00:00,53,12,14.06,Bounced,0,0.0,8,Aug
2577,Direct,Mobile,East,Lead Gen,25-34,2024-08-02 16:00:00,230,11,7.39,Product View,0,0.0,8,Aug
2578,Social Media,Mobile,West,Brand Awareness,18-24,2024-08-02 18:00:00,760,11,1.43,Converted,1,99.0,8,Aug
2579,Paid Search,Tablet,South,Product Launch,25-34,2024-08-02 20:00:00,36,4,5.16,Checkout,0,0.0,8,Aug
2580,Social Media,Mobile,East,Lead Gen,55+,2024-08-02 22:00:00,35,2,5.6,Awareness,0,0.0,8,Aug
2581,Organic Search,Mobile,South,Brand Awareness,45-54,2024-08-03 00:00:00,659,12,12.24,Bounced,0,0.0,8,Aug
2582,Referral,Desktop,North,Seasonal Offer,35-44,2024-08-03 02:00:00,190,9,11.16,Awareness,0,0.0,8,Aug
2583,Paid Search,Desktop,North,Retargeting,55+,2024-08-03 04:00:00,626,10,10.5,Product View,0,0.0,8,Aug
2584,Paid Search,Desktop,South,Product Launch,25-34,2024-08-03 06:00:00,277,13,0.82,Converted,1,99.0,8,Aug
2585,Social Media,Mobile,West,Lead Gen,55+,2024-08-03 08:00:00,195,8,13.71,Product View,0,0.0,8,Aug
2586,Social Media,Mobile,North,Seasonal Offer,25-34,2024-08-03 10:00:00,457,6,3.63,Product View,0,0.0,8,Aug
2587,Organic Search,Desktop,East,Retargeting,25-34,2024-08-03 12:00:00,174,3,9.62,Bounced,0,0.0,8,Aug
2588,Social Media,Mobile,South,Retargeting,35-44,2024-08-03 14:00:00,540,2,1.4,Checkout,0,0.0,8,Aug
2589,Organic Search,Mobile,East,Seasonal Offer,25-34,2024-08-03 16:00:00,572,13,1.68,Product View,0,0.0,8,Aug
2590,Social Media,Desktop,North,Lead Gen,35-44,2024-08-03 18:00:00,538,4,0.64,Bounced,0,0.0,8,Aug
2591,Email,Desktop,West,Retargeting,25-34,2024-08-03 20:00:00,249,4,8.71,Bounced,0,0.0,8,Aug
2592,Email,Mobile,East,Product Launch,35-44,2024-08-03 22:00:00,674,1,9.63,Bounced,0,0.0,8,Aug
2593,Social Media,Mobile,North,Brand Awareness,25-34,2024-08-04 00:00:00,605,9,1.23,Bounced,0,0.0,8,Aug
2594,Social Media,Mobile,North,Product Launch,18-24,2024-08-04 02:00:00,105,10,4.71,Bounced,0,0.0,8,Aug
2595,Organic Search,Desktop,North,Retargeting,55+,2024-08-04 04:00:00,672,8,12.85,Bounced,0,0.0,8,Aug
2596,Email,Tablet,East,Brand Awareness,45-54,2024-08-04 06:00:00,853,7,1.97,Awareness,0,0.0,8,Aug
2597,Organic Search,Desktop,North,Seasonal Offer,55+,2024-08-04 08:00:00,348,6,3.64,Bounced,0,0.0,8,Aug
2598,Paid Search,Desktop,South,Brand Awareness,35-44,2024-08-04 10:00:00,67,3,6.65,Bounced,0,0.0,8,Aug
2599,Organic Search,Tablet,North,Brand Awareness,35-44,2024-08-04 12:00:00,595,4,12.71,Product View,0,0.0,8,Aug
2600,Organic Search,Desktop,South,Brand Awareness,35-44,2024-08-04 14:00:00,671,2,4.2,Product View,0,0.0,8,Aug
2601,Social Media,Mobile,West,Retargeting,18-24,2024-08-04 16:00:00,759,7,14.96,Awareness,0,0.0,8,Aug
2602,Organic Search,Desktop,South,Lead Gen,25-34,2024-08-04 18:00:00,543,2,5.65,Awareness,0,0.0,8,Aug
2603,Email,Mobile,West,Retargeting,25-34,2024-08-04 20:00:00,275,14,6.1,Awareness,0,0.0,8,Aug
2604,Paid Search,Tablet,West,Lead Gen,45-54,2024-08-04 22:00:00,169,10,2.27,Bounced,0,0.0,8,Aug
2605,Organic Search,Desktop,South,Seasonal Offer,25-34,2024-08-05 00:00:00,837,1,10.36,Product View,0,0.0,8,Aug
2606,Paid Search,Mobile,West,Seasonal Offer,55+,2024-08-05 02:00:00,287,6,4.03,Product View,0,0.0,8,Aug
2607,Organic Search,Desktop,South,Seasonal Offer,35-44,2024-08-05 04:00:00,646,4,9.62,Bounced,0,0.0,8,Aug
2608,Organic Search,Mobile,East,Seasonal Offer,35-44,2024-08-05 06:00:00,410,8,3.74,Checkout,0,0.0,8,Aug
2609,Social Media,Desktop,West,Seasonal Offer,18-24,2024-08-05 08:00:00,877,1,6.12,Product View,0,0.0,8,Aug
2610,Organic Search,Desktop,South,Product Launch,25-34,2024-08-05 10:00:00,507,9,12.92,Awareness,0,0.0,8,Aug
2611,Email,Desktop,West,Retargeting,55+,2024-08-05 12:00:00,214,6,11.21,Converted,1,49.0,8,Aug
2612,Organic Search,Desktop,North,Lead Gen,25-34,2024-08-05 14:00:00,332,14,2.74,Product View,0,0.0,8,Aug
